trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,material,water,CO2_total,Water_total,Employment_total,impact_intensity
3531,2022,CN,CN,ELEC1,POSTT,884.63,4593288050694052.0,2.0,2.0,4593287897401485.0,0.0,0.0,153292566.645,4593287897401485.0,153292566.645,0.0,5192326792776.7
9111,2022,CN,CN,NONME,NONME,22095.77,4542925649850799.0,1.0,1.0,4542925649850799.0,0.0,0.0,0.0,4542925649850799.0,0.0,0.0,205601599303.88483
3535,2022,CN,CN,ELEC1,PRINT,862.3,4477361155898407.0,2.0,2.0,4477361006474688.0,0.0,0.0,149423719.089,4477361006474688.0,149423719.089,0.0,5192347391741.166
5685,2022,CN,CN,GASDI,CONST,67041.96,4166133669894518.5,1.0,1.0,4166133669894518.5,0.0,0.0,0.0,4166133669894518.5,0.0,0.0,62142181849.91188
12210,2022,CN,CN,RUBBE,FOOD5,15940.08,4163589028216177.0,3.0,3.0,4163588561789649.5,466426527.501,0.0,0.0,4163588561789649.5,0.0,466426527.501,261202517692.26862
10298,2022,CN,CN,PLAST,MOTO1,20466.43,4155090578502802.0,3.0,3.0,4155086710417963.0,0.0,0.0,3868084839.153,4155086710417963.0,3868084839.153,0.0,203019802598.83145
5520,2022,CN,CN,FURNI,BASIC,19902.22,4022850672349991.0,1.0,1.0,4022850672349991.0,0.0,0.0,0.0,4022850672349991.0,0.0,0.0,202130750858.44647
12224,2022,CN,CN,RUBBE,LANDT,15341.79,4007315274374719.5,3.0,3.0,4007314825454777.0,448919942.713,0.0,0.0,4007314825454777.0,0.0,448919942.713,261202589422.40244
3564,2022,CN,CN,ELEC1,TRANS,757.09,3931075452534317.0,2.0,2.0,3931075321341881.5,0.0,0.0,131192435.385,3931075321341881.5,131192435.385,0.0,5192348931480.163
13898,2022,CN,CN,VEGET,VEGET,61099.26,3907753272393122.0,9.0,7.0,3907657523307185.5,6955659943.577,53419645212.015,35373780780.893,3907657523307185.5,0.0,6955659943.577,63957456643.38851
12175,2022,CN,CN,RUBBE,BITUM,14872.87,3884831484610767.5,3.0,3.0,3884831049412085.0,435198682.438,0.0,0.0,3884831049412085.0,0.0,435198682.438,261202544270.9287
12169,2022,CN,CN,RUBBE,BASIC,14614.31,3817294330722791.5,3.0,3.0,3817293903089966.5,427632825.205,0.0,0.0,3817293903089966.5,0.0,427632825.205,261202501570.2275
4688,2022,CN,CN,FABRI,MOTO1,59315.65,3812674903755369.5,2.0,2.0,3812673379093993.5,0.0,0.0,1524661375.887,3812673379093993.5,1524661375.887,0.0,64277722721.66569
3552,2022,CN,CN,ELEC1,SALEM,730.39,3792440922593526.0,2.0,2.0,3792440796027764.0,0.0,0.0,126565762.142,3792440796027764.0,126565762.142,0.0,5192350555995.463
12227,2022,CN,CN,RUBBE,LEATH,14366.65,3752606377817106.0,3.0,3.0,3752605957430956.0,420386150.031,0.0,0.0,3752605957430956.0,0.0,420386150.031,261202603099.33813
3573,2022,CN,CN,ELEC1,WOODW,699.97,3634507318433839.0,2.0,2.0,3634507197138821.5,0.0,0.0,121295017.683,3634507197138821.5,121295017.683,0.0,5192375842441.589
1214,2022,CN,CN,BITUM,CEMEN,46327.78,3577500679181712.5,2.0,2.0,3577353006491014.0,0.0,147672690698.336,0.0,3577353006491014.0,0.0,0.0,77221500343.45943
7128,2022,CN,CN,LANDT,MOTO1,21774.89,3511047247959825.0,2.0,2.0,3511046757544034.5,490415790.423,0.0,0.0,3511046757544034.5,0.0,490415790.423,161242938446.98297
726,2022,CN,CN,BASIC,FISH5,2177.15,3495615531102154.0,6.0,6.0,3495615297794821.0,68985238.595,0.0,164322094.696,3369245221620403.0,164322094.696,68985238.595,1605592417197.7832
3541,2022,CN,CN,ELEC1,RAILW,603.27,3132372888222966.0,2.0,2.0,3132372783685764.0,0.0,0.0,104537201.766,3132372783685764.0,104537201.766,0.0,5192323318286.946
1204,2022,CN,CN,BITUM,BASIC,40049.94,3092716660276868.0,2.0,2.0,3092588998584601.0,0.0,127661692266.994,0.0,3092588998584601.0,0.0,0.0,77221505457.35818
10281,2022,CN,CN,PLAST,ELECT,15168.32,3079470340012551.5,3.0,3.0,3079467473251332.0,0.0,0.0,2866761219.708,3079467473251332.0,2866761219.708,0.0,203019869043.67468
3462,2022,CN,CN,ELEC1,COKIN,584.05,3032574107443758.5,2.0,2.0,3032574006237158.0,0.0,0.0,101206600.444,3032574006237158.0,101206600.444,0.0,5192319334720.93
3495,2022,CN,CN,ELEC1,KEROS,582.26,3023288342860051.0,2.0,2.0,3023288241963346.0,0.0,0.0,100896705.077,3023288241963346.0,100896705.077,0.0,5192333910727.254
3544,2022,CN,CN,ELEC1,RECRE,580.65,3014949285306947.5,2.0,2.0,3014949184688543.0,0.0,0.0,100618404.321,3014949184688543.0,100618404.321,0.0,5192369388283.7295
3447,2022,CN,CN,ELEC1,BEVER,580.31,3013195291586420.5,2.0,2.0,3013195191026552.5,0.0,0.0,100559867.997,3013195191026552.5,100559867.997,0.0,5192389053413.557
4612,2022,CN,CN,FABRI,BASIC,46110.3,2963865134436681.0,2.0,2.0,2963863949208250.0,0.0,0.0,1185228430.927,2963863949208250.0,1185228430.927,0.0,64277723945.33717
