trade_id,year,region1,region2,industry1,industry2,amount
78186,2019,WE,KR,CEREA,FOOD5,174.19
80004,2019,WF,KR,NAPHT,PLAST,173.31
81781,2019,WL,KR,MEATP,HOTEL,173.23
14073,2019,CN,KR,RADIO,RESEA,173.18
67358,2019,US,KR,CHEM1,OFFIC,172.60
67073,2019,US,KR,BEVER,WHOLE,172.39
45561,2019,JP,KR,CERAM,CONST,172.34
40626,2019,IN,KR,CHEM1,PLAST,171.86
38224,2019,ID,KR,WOODW,WOODW,170.80
45684,2019,JP,KR,CHEM1,GASDI,170.68
74801,2019,WA,KR,MOTOR,MOTOR,170.48
40383,2019,IN,KR,ALUM1,MOTO1,169.57
14647,2019,CN,KR,WEARI,TRANS,169.45
45672,2019,JP,KR,CHEM1,FABRI,168.90
66959,2019,US,KR,BASIC,FABRI,168.83
72677,2019,WA,KR,FABRI,TRANS,168.50
74802,2019,WA,KR,MOTOR,NAPHT,168.45
48807,2019,JP,KR,SEACO,BASIC,168.13
72627,2019,WA,KR,FABRI,MOTO1,168.08
14355,2019,CN,KR,TEXTI,RUBBE,167.52
45694,2019,JP,KR,CHEM1,KEROS,165.98
12431,2019,CN,KR,LEATH,FURNI,165.43
73273,2019,WA,KR,GASDI,SEACO,165.08
3669,2019,AU,KR,SUGA1,FOOD5,165.04
13430,2019,CN,KR,PAPER,PAPER,164.06
67272,2019,US,KR,CHEM1,BASIC,163.17
12510,2019,CN,KR,LEATH,WHOLE,162.58
71343,2019,WA,KR,BASIC,MACHI,162.06
74762,2019,WA,KR,MOTOR,COPP1,161.47
66863,2019,US,KR,ALUM1,MOTO1,160.82
83993,2019,WM,KR,GASDI,CONST,160.55
12766,2019,CN,KR,MEDIC,MACHI,160.43
27605,2019,FR,KR,MACHI,TRANS,159.55
2401,2019,AU,KR,FOOD5,FOOD5,159.21
60826,2019,RU,KR,KEROS,AIRTR,158.75
60479,2019,RU,KR,FISH5,FISH5,158.62
75219,2019,WA,KR,OFFIC,PREC1,158.07
19691,2019,DE,KR,SEACO,SEACO,157.75
23400,2019,ES,KR,MEATP,HOTEL,157.68
67165,2019,US,KR,CERAM,CONST,157.65
11049,2019,CN,KR,CHEM1,RADIO,157.46
46192,2019,JP,KR,ELECT,TRANS,157.11
53500,2019,NL,KR,MACHI,TRANS,156.60
27668,2019,FR,KR,MOTO1,MOTO1,155.97
29343,2019,FR,KR,TRANS,TRANS,155.24
13278,2019,CN,KR,OFFIC,PREC1,154.99
46221,2019,JP,KR,FABRI,CONST,154.86
77754,2019,WA,KR,WEARI,PUBLI,154.80
82994,2019,WL,KR,WOODW,WOODW,154.76
46104,2019,JP,KR,ELECT,CONST,154.59
10456,2019,CN,KR,ALUM1,FURNI,153.33
47687,2019,JP,KR,NONF1,LEAD1,152.72
12779,2019,CN,KR,MEDIC,OFFIC,152.66
11020,2019,CN,KR,CHEM1,MOTO1,152.58
2141,2019,AU,KR,CRUDE,GASDI,152.37
60311,2019,RU,KR,CRUDE,REFI1,151.86
14164,2019,CN,KR,RUBBE,MACHI,151.62
43700,2019,IT,KR,MACHI,MOTO1,151.45
35901,2019,ID,KR,BASIC,BASIC,151.43
48593,2019,JP,KR,RADIO,MOTO1,151.43
46145,2019,JP,KR,ELECT,MACHI,150.66
12621,2019,CN,KR,MACHI,PUBLI,150.61
46118,2019,JP,KR,ELECT,ELECT,150.48
84912,2019,WM,KR,NATU1,COKEO,150.30
11321,2019,CN,KR,ELECT,ELEC2,149.97
84780,2019,WM,KR,MOTOR,MOTOR,149.75
10423,2019,CN,KR,ALUM1,ALUM1,148.49
84781,2019,WM,KR,MOTOR,NAPHT,147.97
76773,2019,WA,KR,RUBBE,OFFIC,147.62
72901,2019,WA,KR,FISHF,FISH5,147.46
65363,2019,TR,KR,CHEM1,PLAST,147.42
26441,2019,FR,KR,CHEM1,PLAST,147.09
46639,2019,JP,KR,FURNI,FURNI,146.68
