trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_Minerals,materials_Other_Materials,materials_intensity
12289,2021,US,US,OILSE,BIODI,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,2021,US,US,BRICK,BUSIN,31.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18061,2021,US,US,TRANS,FOOD4,31.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7684,2021,US,US,GASDI,FOUND,31.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10131,2021,US,US,MACHI,RAILW,30.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18063,2021,US,US,TRANS,FOODW,30.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19160,2021,US,US,WOOD1,PRINT,30.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9023,2021,US,US,INTER,TRANS,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5892,2021,US,US,ELECT,VEGET,30.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13034,2021,US,US,PAPER,GASDI,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11237,2021,US,US,MOTOR,PLAST,30.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18814,2021,US,US,WHITE,KEROS,30.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,2021,US,US,ELEC4,FOUND,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,2021,US,US,CERAM,MOTO1,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8201,2021,US,US,HOTEL,MEATC,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8433,2021,US,US,INERT,CEREA,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,2021,US,US,BIOGA,WOODW,30.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19368,2021,US,US,WOODW,93197,30.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18365,2021,US,US,VEGET,RESEA,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11878,2021,US,US,NONSP,ELEC2,30.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10577,2021,US,US,MEATP,MEAT1,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8727,2021,US,US,INSUR,CHEMI,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,2021,US,US,AUXIL,OFFIC,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15072,2021,US,US,REALE,INTER,32.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,2021,US,US,CEMEN,NATU1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8830,2021,US,US,INSUR,RADIO,35.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12157,2021,US,US,OILHA,EDUCA,35.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,2021,US,US,COMPU,POULT,35.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5098,2021,US,US,ELEC5,FOUND,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,2021,US,US,BIOGA,SUGAR,35.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,2021,US,US,ELEC4,WOODW,35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6186,2021,US,US,FINAN,INERT,35.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6816,2021,US,US,FOOD4,CEMEN,35.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13344,2021,US,US,PFERT,SUGAR,35.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14794,2021,US,US,RADIO,PLAST,35.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16494,2021,US,US,SEWAG,CATTL,35.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16581,2021,US,US,SEWAG,PAPE1,35.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8795,2021,US,US,INSUR,MEDIC,35.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15387,2021,US,US,RENTI,CERAM,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,2021,US,US,CHEM1,FORES,35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16441,2021,US,US,SECO9,GLASS,35.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16295,2021,US,US,SEACO,CATTL,35.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7931,2021,US,US,HEALT,FOOD3,35.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13775,2021,US,US,PLAS2,RAILW,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19238,2021,US,US,WOOD2,DIST1,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16347,2021,US,US,SEACO,MEAT1,34.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4745,2021,US,US,ELEC3,93197,34.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,2021,US,US,CONST,CHEMI,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6716,2021,US,US,FOOD3,MEAT1,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8980,2021,US,US,INTER,PFERT,35.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,2021,US,US,DISTR,FORES,35.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,2021,US,US,DISTR,SUGAR,35.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15718,2021,US,US,RETA1,COPP1,35.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8962,2021,US,US,INTER,MOTOR,35.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10292,2021,US,US,MEAT4,FOOD5,35.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454,2021,US,US,INERT,ELEC3,35.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13568,2021,US,US,PLAS1,MEAT1,35.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6121,2021,US,US,FINAN,ANTHR,35.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,2021,US,US,ELEC8,TEXTI,35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9427,2021,US,US,LEAD1,RETAI,35.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18234,2021,US,US,VEGE1,PROCE,35.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,2021,US,US,BIOGA,FURNI,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,2021,US,US,CONST,OFFIC,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,2021,US,US,CONST,PULP5,35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18142,2021,US,US,TRANS,WHOLE,36.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17734,2021,US,US,TEXTI,MOTOR,36.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8667,2021,US,US,INLAN,PREC1,36.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,2021,US,US,BUSIN,LEAD1,36.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7137,2021,US,US,FOODW,DIST1,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10661,2021,US,US,MEDIC,CEMEN,36.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231,2021,US,US,HOTEL,POULT,36.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7491,2021,US,US,FURNI,CATTL,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16571,2021,US,US,SEWAG,NATU1,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7615,2021,US,US,FURNI,TOBAC,36.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14740,2021,US,US,RADIO,FURNI,36.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17512,2021,US,US,TEXT2,CHEM1,36.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8101,2021,US,US,HEAVY,TOBAC,36.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9983,2021,US,US,LUBRI,RUBBE,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9683,2021,US,US,LIQUE,FOUND,36.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10654,2021,US,US,MEDIC,BIOGA,36.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6923,2021,US,US,FOOD4,RAILW,36.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,2021,US,US,CONST,HEALT,36.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16699,2021,US,US,STEAM,HOTEL,36.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13331,2021,US,US,PFERT,RAWMI,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,2021,US,US,ELEC1,93197,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,2021,US,US,DISTR,PADDY,35.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14919,2021,US,US,RAILW,SALEM,35.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,2021,US,US,BLAST,BASIC,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18304,2021,US,US,VEGET,FURNI,36.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10731,2021,US,US,MEDIC,MOTOR,36.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9253,2021,US,US,LANDT,FOOD3,36.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,2021,US,US,BUSIN,ELEC7,36.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,2021,US,US,BIOGA,RAILW,36.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6838,2021,US,US,FOOD4,ELEC2,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12936,2021,US,US,PAPE4,RECRE,36.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14425,2021,US,US,PRINT,WOODW,36.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,2021,US,US,COLLE,PADDY,36.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18977,2021,US,US,WHOLE,NONSP,34.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12584,2021,US,US,PAPE1,PAPER,34.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13884,2021,US,US,PLAST,WOODW,34.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15708,2021,US,US,RETA1,CEMEN,33.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3849,2021,US,US,DIST1,TRAN2,33.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3388,2021,US,US,CROPS,MEATA,33.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,2021,US,US,ELE12,REALE,33.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,2021,US,US,BIODI,PLAST,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15436,2021,US,US,RENTI,INERT,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476,2021,US,US,INERT,GLASS,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17870,2021,US,US,TRAN1,CATTL,33.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,2021,US,US,BUSIN,ELE11,33.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15400,2021,US,US,RENTI,CRUDE,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17580,2021,US,US,TEXT2,MOTO1,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7192,2021,US,US,FOODW,MEMBE,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8906,2021,US,US,INTER,DISTR,33.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10139,2021,US,US,MACHI,RETAI,33.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16529,2021,US,US,SEWAG,FISH5,33.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9294,2021,US,US,LANDT,NFERT,33.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8562,2021,US,US,INERT,TOBAC,33.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3791,2021,US,US,DIST1,NAPHT,33.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13425,2021,US,US,PIGS9,RECRE,33.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10094,2021,US,US,MACHI,MEATP,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9872,2021,US,US,LUBRI,BITUM,33.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17665,2021,US,US,TEXTI,BIOGA,33.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8855,2021,US,US,INSUR,TOBAC,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10805,2021,US,US,MEMBE,AUXIL,33.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2021,US,US,CERAM,CEMEN,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4679,2021,US,US,ELEC2,NONF1,33.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15043,2021,US,US,REALE,ELEC5,33.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14511,2021,US,US,PUBLI,AUXIL,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18930,2021,US,US,WHOLE,FOOD2,33.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18589,2021,US,US,WEARI,HEALT,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,2021,US,US,CEMEN,RENTI,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10890,2021,US,US,MEMBE,MOTOR,33.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12487,2021,US,US,PAPE1,BEVER,33.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,2021,US,US,CEMEN,FORES,33.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10421,2021,US,US,MEATC,BUSIN,33.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,2021,US,US,CHEM1,CROPS,33.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10211,2021,US,US,MEAT1,MEATC,34.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16095,2021,US,US,SALEM,KEROS,33.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15954,2021,US,US,RUBBE,NONF1,34.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,2021,US,US,BIOGA,CEMEN,34.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7649,2021,US,US,GASDI,CERAM,34.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,2021,US,US,ELE11,HOTEL,34.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8765,2021,US,US,INSUR,FOUND,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13492,2021,US,US,PLAS1,BASIC,34.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8589,2021,US,US,INLAN,BRICK,34.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15946,2021,US,US,RUBBE,MEDIC,34.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,2021,US,US,BUSIN,SECO9,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3949,2021,US,US,DISTR,MOTOR,34.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6937,2021,US,US,FOOD4,SEWAG,34.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14754,2021,US,US,RADIO,KEROS,34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11616,2021,US,US,NONF1,ALUM1,34.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17280,2021,US,US,SUPPO,POULT,34.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9788,2021,US,US,LIQUI,BUSIN,34.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5837,2021,US,US,ELECT,NONME,34.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,2021,US,US,CONST,ETHAN,34.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,2021,US,US,BUSIN,PLAST,34.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19293,2021,US,US,WOOD2,MEMBE,33.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,2021,US,US,COLLE,ELEC7,33.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,2021,US,US,ELEC2,FISH5,33.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10597,2021,US,US,MEATP,PAPER,33.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15996,2021,US,US,RUBBE,SEWAG,33.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11934,2021,US,US,NONSP,PFERT,33.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7550,2021,US,US,FURNI,MACHI,33.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6682,2021,US,US,FOOD3,FABRI,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18075,2021,US,US,TRANS,INTER,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,2021,US,US,BUSIN,RADIO,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2021,US,US,AIRTR,WEARI,34.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,2021,US,US,CHEM1,GASDI,34.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3709,2021,US,US,DIST1,AUXIL,34.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7726,2021,US,US,GASDI,PADDY,34.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8965,2021,US,US,INTER,NATUR,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9874,2021,US,US,LUBRI,BRICK,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12815,2021,US,US,PAPE4,BASIC,29.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,2021,US,US,ELEC9,WOODW,58.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,2021,US,US,ELEC2,BRICK,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13998,2021,US,US,POSTT,PIGS9,25.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18100,2021,US,US,TRANS,PAPE3,25.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5315,2021,US,US,ELEC6,RESEA,25.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12871,2021,US,US,PAPE4,GLASS,25.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9641,2021,US,US,LIQUE,BUSIN,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5864,2021,US,US,ELECT,RAWMI,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,2021,US,US,BITU1,CHEM1,25.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9712,2021,US,US,LIQUE,MOTO1,25.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6654,2021,US,US,FOOD3,CEREA,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2021,US,US,ALUM1,CHEM1,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6189,2021,US,US,FINAN,INTER,25.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16303,2021,US,US,SEACO,COLLE,25.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18429,2021,US,US,WASTE,ELEC2,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17245,2021,US,US,SUPPO,LUBRI,26.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16604,2021,US,US,SEWAG,RAWMI,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9336,2021,US,US,LANDT,SECO9,25.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11130,2021,US,US,MOTOR,BEVER,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19239,2021,US,US,WOOD2,DISTR,25.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,2021,US,US,DIST1,VEGET,25.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12603,2021,US,US,PAPE1,RAILW,25.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12957,2021,US,US,PAPE4,TOBAC,25.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12197,2021,US,US,OILHA,LANDT,25.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16549,2021,US,US,SEWAG,INTER,25.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12780,2021,US,US,PAPE3,SEACO,25.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12755,2021,US,US,PAPE3,PLAS1,25.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7064,2021,US,US,FOOD5,PULP5,25.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14552,2021,US,US,PUBLI,FABRI,25.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6233,2021,US,US,FINAN,PLAS2,25.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,2021,US,US,AUXIL,RAWMI,25.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19040,2021,US,US,WOOD1,93197,25.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6463,2021,US,US,FISHF,VEGET,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8880,2021,US,US,INTER,BEVER,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,2021,US,US,BUSIN,PETRO,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4552,2021,US,US,ELEC1,RAWMI,25.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15042,2021,US,US,REALE,ELEC4,26.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11680,2021,US,US,NONF1,NONF1,26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17181,2021,US,US,SUPPO,CATTL,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16594,2021,US,US,SEWAG,POULT,26.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13300,2021,US,US,PFERT,MOTO1,26.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10118,2021,US,US,MACHI,PLANT,26.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16111,2021,US,US,SALEM,MOTO1,26.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14412,2021,US,US,PRINT,TOBAC,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11582,2021,US,US,NFERT,PUBLI,26.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13505,2021,US,US,PLAS1,CEREA,26.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8017,2021,US,US,HEAVY,GLASS,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12849,2021,US,US,PAPE4,ELEC3,26.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13622,2021,US,US,PLAS1,SEACO,26.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,2021,US,US,AUXIL,RADIO,26.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11844,2021,US,US,NONME,WHOLE,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13571,2021,US,US,PLAS1,MEATC,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13939,2021,US,US,POSTT,FISHF,26.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17281,2021,US,US,SUPPO,PREC1,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15473,2021,US,US,RENTI,PAPE4,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19131,2021,US,US,WOOD1,MOTO1,26.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12792,2021,US,US,PAPE3,TOBAC,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14559,2021,US,US,PUBLI,FOOD5,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,2021,US,US,ELEC4,PUBLI,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4761,2021,US,US,ELEC3,CATTL,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7138,2021,US,US,FOODW,DISTR,26.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173,2021,US,US,FINAN,FOOD4,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12117,2021,US,US,OFFIC,WHOLE,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17579,2021,US,US,TEXT2,MEMBE,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18780,2021,US,US,WHITE,EDUCA,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13517,2021,US,US,PLAS1,CRUDE,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,2021,US,US,BUSIN,STONE,26.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7948,2021,US,US,HEALT,PIGS9,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11810,2021,US,US,NONME,PLAST,26.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17788,2021,US,US,TEXTI,TOBAC,26.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8517,2021,US,US,INERT,PAPE3,26.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17219,2021,US,US,SUPPO,FOOD4,26.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9222,2021,US,US,LANDT,COKE1,26.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110,2021,US,US,CONST,NONSP,25.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400,2021,US,US,PRINT,SEACO,25.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,2021,US,US,CEMEN,PRINT,29.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18852,2021,US,US,WHITE,REALE,24.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9736,2021,US,US,LIQUE,PLAST,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9225,2021,US,US,LANDT,COLLE,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9751,2021,US,US,LIQUE,RESEA,24.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8203,2021,US,US,HOTEL,MEDIC,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6040,2021,US,US,FABRI,MEATC,24.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2021,US,US,AIRTR,FISH5,24.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13423,2021,US,US,PIGS9,RAWMI,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17624,2021,US,US,TEXT2,RUBBE,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8046,2021,US,US,HEAVY,NATU1,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9364,2021,US,US,LEAD1,BASIC,24.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11203,2021,US,US,MOTOR,LUBRI,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2021,US,US,AIRTR,COPP1,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,2021,US,US,BIOGA,GLASS,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3855,2021,US,US,DIST1,WEARI,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
